4	17	76	60
13	3	40	48
85	41	53	21
39	25	27	9
94	95	75	95
42	21	40	10
14	88	6	7
45	37	67	52
56	13	29	47
95	53	96	93
95	41	27	12
39	64	100	78
41	47	16	59
62	9	27	91
78	63	78	49
47	15	49	72
79	34	62	30
100	20	34	78
81	71	50	14
31	67	59	51
1	81	12	24
44	89	14	74
25	43	69	5
66	32	87	7
70	32	89	66
85	90	4	41
82	88	44	91
40	3	2	46
23	84	57	23
50	14	72	35
66	69	32	38
43	53	80	96
31	79	38	14
80	99	74	18
3	89	51	13
99	86	59	62
68	33	66	33
10	16	11	26
48	62	4	48
86	80	82	33
74	40	89	31
89	96	57	44
26	95	78	98
35	54	68	36
17	78	8	49
56	57	94	8
45	26	12	34
55	51	80	65
1	1	62	65
85	2	60	58
18	21	89	22
5	75	63	69
88	33	91	12
67	100	55	80
99	88	14	8
55	48	85	34
21	35	22	68
99	8	67	87
17	97	52	54
20	34	72	71
55	69	39	23
51	99	16	54
36	61	11	46
1	64	69	72
98	64	85	40
60	55	12	42
27	55	100	15
48	9	92	64
20	30	22	16
16	81	42	28
72	44	51	68
12	54	100	29
10	90	14	7
25	15	25	23
40	36	99	51
100	93	9	7
6	4	84	63
98	64	32	36
75	95	90	82
36	43	67	58
6	26	49	45
77	38	9	53
81	81	50	89
56	29	57	50
41	40	11	24
25	34	75	55
32	48	31	76
53	99	45	15
18	47	71	47
2	18	63	100
8	59	25	42
38	40	57	6
97	27	67	18
73	69	16	69
41	25	17	100
48	38	7	68
12	77	54	93
55	34	20	42
87	98	65	63
14	31	55	13
53	61	99	57
43	49	32	6
23	17	9	31
69	44	85	9
58	81	41	74
41	78	99	70
84	95	41	2
13	71	37	67
1	87	74	25
90	61	55	6
75	2	91	31
96	9	30	7
38	38	57	65
46	54	77	39
51	98	76	31
53	71	94	38
83	12	53	51
14	35	51	59
85	25	65	58
63	83	94	85
54	1	93	82
20	5	100	51
82	62	68	50
71	78	44	40
25	84	88	55
5	51	18	51
68	92	55	41
93	29	53	100
91	16	61	6
51	26	26	69
10	95	65	33
27	23	24	78
19	52	84	26
11	40	12	62
99	6	92	91
91	80	56	9
25	91	96	81
58	98	52	86
50	92	38	10
67	34	3	20
18	55	57	48
19	10	98	39
8	35	97	53
1	47	77	72
74	72	43	83
85	61	3	46
54	70	31	86
41	4	16	59
59	43	12	19
55	92	12	26
42	82	48	49
4	74	28	73
32	71	94	5
78	30	11	50
8	1	22	58
81	42	70	12
98	7	40	5
70	10	90	95
49	59	40	96
47	17	47	45
57	75	27	75
39	45	68	49
37	89	61	29
29	3	45	73
41	69	95	23
99	13	100	78
26	38	58	83
6	73	60	18
70	41	11	21
70	79	79	95
7	31	89	32
67	99	14	50
22	47	72	15
17	74	61	3
60	65	65	47
81	77	91	96
42	68	59	50
5	86	59	1
33	29	28	12
80	2	88	51
61	8	73	64
39	86	45	71
92	94	41	95
98	45	71	26
31	73	36	40
38	2	69	17
41	26	50	48
12	38	73	94
73	17	1	14
27	19	46	32
31	1	3	36
94	27	45	99
20	1	70	44
32	4	78	63
83	52	89	41
63	11	44	72
48	53	39	21
14	32	84	84
3	96	70	85
28	32	6	8
95	12	74	95
93	3	79	47
42	94	48	22
61	29	6	24
30	33	4	71
60	93	82	7
14	6	3	52
76	98	36	54
62	21	25	27
1	8	43	59
79	44	68	47
87	20	90	28
69	8	84	82
45	58	11	2
27	80	8	67
46	46	9	30
79	65	12	5
69	32	76	9
89	14	83	8
4	77	55	13
95	74	29	18
82	91	15	75
25	69	16	77
29	93	91	63
23	27	77	31
98	2	67	20
44	37	28	11
77	98	30	87
64	69	63	68
55	27	5	96
94	27	64	9
32	85	86	54
90	35	13	41
5	60	62	37
63	14	99	51
81	85	63	5
15	25	73	25
37	47	86	89
17	92	56	32
10	76	26	30
85	97	49	44
41	27	65	94
77	44	32	32
45	42	57	64
4	39	11	87
45	25	64	40
94	71	95	84
66	83	73	7
93	64	36	45
78	43	73	40
23	100	16	66
51	55	97	86
44	73	68	41
32	32	13	31
66	23	55	30
8	79	63	78
7	27	75	82
98	22	82	49
60	75	21	35
73	100	60	29
50	31	75	48
20	4	71	83
9	33	13	48
78	34	100	96
62	58	84	7
88	99	9	30
22	68	28	55
48	85	3	33
42	84	65	61
91	27	23	16
68	54	5	19
91	84	43	50
60	94	80	51
100	76	70	95
35	68	98	43
68	88	57	3
100	73	32	77
77	76	7	46
10	1	80	55
74	62	46	31
55	61	75	17
63	40	13	92
89	64	77	44
12	97	80	54
5	28	22	49
16	43	47	55
33	25	74	25
54	29	31	55
77	83	5	94
26	79	64	45
18	9	95	57
78	42	26	72
38	53	100	99
18	23	26	53
10	51	9	44
80	70	5	27
9	18	22	8
89	17	78	14
44	89	61	86
11	45	96	99
51	59	22	75
12	55	20	41
94	55	97	14
88	68	51	84
29	37	40	87
80	33	61	65
53	89	10	65
16	82	57	79
27	33	71	21
63	82	77	81
27	98	2	96
59	74	86	68
21	58	40	54
95	60	87	95
88	98	79	82
84	34	63	20
11	45	23	5
56	64	42	79
47	78	60	17
5	17	66	78
44	82	20	99
63	20	66	22
67	21	25	14
18	98	33	19
25	5	98	64
59	2	45	87
10	92	3	75
45	73	95	45
87	22	79	80
73	49	29	98
25	93	93	65
63	27	34	35
61	12	5	35
57	15	2	83
83	4	93	28
4	9	33	95
18	15	22	11
65	86	30	59
21	15	84	59
42	5	30	51
28	4	4	51
40	98	32	53
94	73	59	47
28	13	28	44
7	95	26	78
26	5	26	83
85	12	15	44
41	65	32	42
90	20	69	15
45	14	3	31
24	28	32	28
53	16	62	57
86	54	3	52
39	46	44	38
46	91	64	29
60	81	88	90
3	7	66	97
22	66	43	49
4	18	84	78
51	63	43	3
61	70	74	96
42	1	99	94
91	15	58	29
82	52	15	52
45	37	99	31
45	56	6	41
45	75	34	75
21	4	16	45
42	58	69	77
30	81	2	25
51	26	51	61
100	64	41	53
17	13	23	84
89	30	71	46
7	20	77	3
85	69	1	63
92	72	3	5
54	31	26	40
79	54	41	23
84	90	71	11
20	46	89	62
92	100	100	40
30	99	18	31
74	78	83	14
8	93	93	38
10	87	18	51
92	97	92	15
1	28	16	90
39	62	6	57
50	47	8	41
25	33	14	11
26	49	24	31
28	8	41	15
47	59	56	6
24	81	26	26
13	42	32	68
65	63	38	15
55	69	20	10
33	79	58	22
82	40	46	5
