42	18	12	68
31	31	87	52
84	68	33	56
59	77	89	29
35	95	58	48
72	64	38	60
21	29	78	90
41	56	91	39
51	15	58	49
54	47	76	39
20	26	12	100
63	100	96	21
25	65	19	46
56	96	95	50
62	33	78	87
70	64	96	78
82	62	56	59
57	25	55	13
95	20	85	76
51	82	35	17
44	63	83	88
20	91	33	86
17	57	37	11
97	27	13	47
78	77	89	54
100	34	58	67
78	98	36	73
63	37	68	48
29	15	21	100
96	13	38	66
98	33	96	51
70	87	22	51
79	14	62	54
78	66	49	57
75	27	94	55
88	95	31	46
16	80	37	98
28	31	49	44
31	70	34	22
43	38	98	94
91	22	58	44
75	26	35	43
24	11	67	62
22	33	18	34
80	57	20	53
48	11	38	77
35	44	26	96
70	95	63	48
79	42	55	39
93	34	68	92
36	38	46	60
16	76	79	15
87	58	85	46
57	25	20	95
36	45	29	37
58	74	60	76
68	17	69	81
91	42	39	15
12	77	89	47
12	11	98	10
47	19	31	60
90	65	55	80
46	85	20	66
70	77	55	75
65	10	18	10
72	59	42	15
76	12	95	28
23	70	91	26
91	31	88	86
98	96	45	84
66	43	94	91
100	86	48	91
81	65	73	31
21	63	62	67
40	56	49	83
43	44	16	91
86	66	85	51
75	14	47	71
46	100	15	47
15	52	51	98
49	69	66	79
98	56	90	91
32	39	88	34
61	70	28	31
50	20	77	53
29	74	24	97
44	87	12	64
95	32	42	18
69	22	25	48
90	54	91	40
93	42	39	61
95	37	53	64
23	30	53	79
15	59	28	83
31	29	36	46
35	51	67	25
86	66	71	23
38	45	89	15
62	74	62	42
25	35	53	32
35	77	10	20
63	91	51	89
86	23	30	67
43	57	51	30
15	96	49	91
74	53	72	16
27	44	40	79
98	83	96	11
94	77	24	89
21	17	57	34
67	75	32	100
93	38	57	32
39	38	36	58
92	58	76	41
36	90	43	16
16	42	10	50
54	42	17	20
83	59	65	34
17	18	94	92
31	63	27	14
62	88	39	57
79	94	91	90
80	81	33	38
39	26	31	21
45	23	57	68
27	26	73	97
88	80	10	19
55	62	93	78
18	64	44	60
19	19	70	33
84	32	69	24
97	27	45	50
66	61	96	40
61	65	100	72
97	87	43	51
38	67	89	62
39	93	24	80
40	10	94	33
99	63	14	72
97	18	17	90
79	37	81	14
72	78	34	84
62	23	85	82
12	40	93	30
77	72	67	45
27	88	42	38
27	12	65	11
95	47	74	91
21	81	97	15
15	57	92	19
14	94	42	67
13	71	40	99
39	80	47	66
64	58	93	37
95	34	13	44
31	30	86	75
86	94	12	21
68	87	30	47
98	86	88	62
35	56	54	11
32	80	77	100
98	29	66	46
79	14	23	84
46	99	100	92
61	46	85	19
23	56	77	47
33	87	32	34
70	57	21	53
74	41	90	23
76	85	31	64
27	83	77	18
69	66	42	30
90	100	10	15
98	50	62	48
22	39	86	83
83	77	96	11
88	17	11	98
36	61	25	25
29	61	45	57
25	94	45	32
79	33	100	35
40	74	80	79
22	86	22	90
26	67	50	33
54	88	66	51
86	32	82	39
90	18	66	71
14	21	15	44
77	71	53	98
57	82	14	33
10	52	37	96
21	83	22	46
43	86	97	70
54	34	39	12
95	16	100	40
26	27	28	83
29	47	58	70
57	54	97	18
86	72	29	50
98	17	99	76
65	61	14	67
58	71	14	25
60	83	35	76
17	73	14	66
23	70	33	100
35	15	67	60
57	55	49	48
37	32	77	65
12	84	88	91
14	24	47	45
71	35	53	51
41	44	17	97
95	86	72	27
66	23	30	93
59	77	95	51
94	65	19	98
30	98	69	28
97	25	74	31
68	29	79	45
66	10	91	28
20	54	80	92
59	83	96	31
49	67	58	99
92	43	15	82
77	74	94	77
56	92	35	23
54	52	75	50
82	76	89	69
84	92	32	13
93	12	95	53
77	32	40	76
40	29	46	49
14	15	43	50
100	52	38	18
20	83	91	93
10	82	47	34
61	75	22	49
55	38	46	76
37	75	16	55
86	46	26	99
15	54	72	46
27	41	75	71
27	20	36	79
75	29	100	24
65	30	64	91
55	10	11	16
28	88	76	89
60	28	23	82
75	69	87	38
41	44	38	11
49	38	11	82
74	13	33	33
49	53	80	74
50	94	40	44
55	95	58	27
40	56	94	24
89	90	35	78
93	56	66	43
16	71	44	53
47	26	43	53
42	11	32	52
21	92	41	93
36	80	92	89
77	17	41	34
47	14	59	60
25	90	11	12
60	52	55	77
54	44	41	45
83	91	42	18
42	49	86	45
62	18	96	10
67	67	95	58
99	58	17	76
67	24	73	16
41	91	88	42
42	55	88	91
32	82	44	40
51	39	67	79
60	29	73	38
93	51	55	77
93	82	48	12
66	42	95	44
86	22	22	51
77	18	95	30
46	67	55	95
29	50	78	12
84	92	89	52
87	43	97	55
25	18	38	68
34	97	87	53
32	95	74	31
91	87	16	36
17	17	56	63
14	64	41	39
13	90	85	30
66	16	18	51
72	58	32	85
36	37	46	95
64	62	10	88
15	40	70	92
27	63	76	59
52	28	58	54
26	60	26	33
84	15	93	91
93	16	86	90
71	46	39	79
78	99	51	98
32	34	65	14
98	28	16	25
76	74	92	19
50	54	87	98
95	96	16	94
36	54	63	72
50	93	68	79
59	69	14	29
83	75	66	60
98	79	83	99
12	58	67	62
40	58	81	78
84	45	48	60
69	73	34	59
84	77	78	88
72	82	50	40
12	57	70	55
72	98	97	62
73	28	33	47
34	10	82	65
87	14	30	62
19	48	100	64
49	21	33	13
54	31	44	60
64	52	54	46
49	18	25	58
17	73	82	39
51	90	62	23
37	60	65	14
82	66	56	73
13	95	11	27
28	78	21	53
30	26	78	12
88	33	67	58
70	58	46	29
95	96	87	58
51	52	59	22
78	64	90	23
52	35	39	74
57	75	43	65
84	70	53	78
76	14	12	50
35	71	13	93
58	59	34	78
48	14	18	46
96	35	83	33
95	71	20	36
65	80	83	82
13	81	30	71
20	57	47	58
36	31	18	84
23	99	61	68
91	63	21	73
52	57	18	91
85	60	77	56
14	17	97	64
38	12	44	27
78	85	28	41
52	78	49	60
53	50	83	49
78	28	63	75
13	22	67	64
35	19	95	15
16	17	53	41
21	67	33	19
49	82	20	22
43	17	94	25
51	18	96	63
99	85	27	46
87	69	31	46
36	13	71	66
71	35	95	57
33	19	54	26
86	65	55	58
31	25	96	26
56	28	34	14
55	11	16	73
76	60	43	46
44	75	93	43
77	51	16	48
62	73	89	26
55	94	10	53
10	23	100	81
22	32	82	15
40	50	10	87
23	25	71	97
35	26	48	86
27	55	81	95
25	95	99	53
42	47	29	32
70	43	92	11
35	80	99	15
31	58	71	31
85	18	25	20
57	17	67	39
72	58	26	59
85	27	36	14
87	38	63	86
21	57	13	10
85	33	64	43
22	54	68	40
22	99	71	41
52	48	35	59
46	36	92	84
93	66	71	35
93	61	40	11
71	78	65	36
54	60	54	95
68	88	30	22
64	75	99	17
12	60	93	69
49	69	18	60
56	98	97	55
26	77	88	35
23	30	56	83
87	56	53	89
40	79	79	92
81	100	63	18
51	47	40	44
45	22	70	58
100	91	23	63
82	13	75	49
73	39	68	55
10	72	88	51
29	80	52	83
67	29	54	50
80	51	58	41
70	73	36	96
88	65	65	89
61	36	70	41
70	40	60	52
12	47	100	56
21	54	12	50
43	40	46	15
90	69	54	25
64	36	13	71
60	67	17	29
79	100	49	63
61	76	87	99
28	48	97	82
41	86	74	52
13	67	54	16
56	69	36	88
82	64	37	38
76	66	88	31
74	68	33	49
14	58	66	57
65	92	35	71
62	14	29	40
74	17	70	94
13	98	55	60
60	28	68	96
65	85	99	55
90	48	36	53
54	64	72	23
90	54	78	95
65	36	35	14
92	16	85	71
59	96	94	89
49	88	78	26
74	74	80	86
45	55	30	50
48	49	36	85
15	81	65	23
80	20	24	64
46	18	30	85
22	48	28	93
30	44	52	19
65	24	91	22
100	92	26	89
33	42	74	79
16	94	79	55
76	58	32	94
47	24	24	89
82	84	22	37
62	72	63	85
92	89	34	74
81	15	53	57
30	24	97	67
49	94	58	58
12	14	39	79
35	49	44	31
23	80	43	86
91	84	13	86
23	44	10	22
85	86	89	70
19	52	96	36
65	100	76	47
31	40	49	79
41	44	23	49
26	71	41	93
72	24	17	97
33	42	41	67
71	22	84	50
88	53	69	34
76	77	82	58
100	62	14	50
24	84	74	47
71	37	99	61
32	19	49	99
66	79	87	65
91	71	43	20
18	90	73	91
21	63	72	41
15	47	49	87
91	28	78	52
27	39	63	33
58	58	91	96
67	96	61	82
34	66	100	91
81	85	42	17
83	21	53	12
44	19	47	62
28	43	67	56
43	15	49	89
23	46	93	49
31	73	41	16
81	12	46	50
79	91	36	62
93	58	81	20
21	26	85	71
65	63	26	22
83	92	67	94
98	29	88	59
85	95	68	99
78	85	11	93
45	25	35	47
16	50	38	39
20	11	61	49
80	11	49	62
83	46	45	35
77	11	17	84
46	52	65	76
75	43	21	81
18	56	72	70
83	94	82	56
81	47	91	56
48	96	21	75
15	46	32	57
90	42	28	68
56	70	49	12
64	51	52	22
64	40	88	35
77	72	90	37
84	17	23	73
14	58	41	16
23	35	81	36
59	94	30	56
52	96	90	49
28	35	18	48
87	11	94	56
40	89	86	67
81	80	29	58
42	17	23	68
95	36	26	75
23	30	92	70
39	14	48	86
55	44	75	73
61	28	68	76
38	17	85	49
22	41	25	77
18	53	53	91
44	35	36	81
59	99	44	98
100	14	91	87
10	58	68	10
40	79	99	55
100	24	96	65
58	53	99	33
31	35	69	60
45	15	78	67
54	69	17	96
74	98	76	16
68	67	84	88
55	34	17	51
43	46	91	18
76	12	48	16
49	87	31	86
67	10	36	46
31	83	60	19
23	69	79	15
49	72	21	68
89	87	35	77
36	70	53	13
81	24	80	76
45	15	17	91
97	56	43	95
56	33	65	20
54	89	41	42
49	85	42	50
68	95	92	14
15	94	54	24
20	67	85	12
82	16	34	68
43	80	40	17
41	83	20	41
73	84	80	82
51	81	11	38
37	89	88	37
83	41	64	81
81	37	62	22
88	41	11	90
26	76	49	11
88	59	72	21
48	18	45	29
84	64	89	43
34	25	46	95
87	41	35	50
10	15	88	96
99	50	18	70
75	42	78	82
75	28	96	54
43	30	99	46
35	69	79	40
98	70	66	72
70	40	95	37
74	76	21	90
93	40	17	92
38	65	62	19
25	65	24	35
66	94	44	68
37	57	76	46
50	14	65	28
65	33	60	77
17	80	97	92
68	60	57	74
41	75	23	56
81	53	77	57
22	35	54	82
80	67	83	55
100	70	41	85
63	33	78	31
85	94	46	77
77	95	60	22
65	98	43	95
82	36	48	90
35	37	80	10
68	39	27	39
45	43	87	91
17	59	40	10
75	80	20	34
56	33	82	97
82	38	56	38
39	21	40	51
18	88	42	51
50	62	41	52
35	19	97	75
79	30	27	11
66	41	85	91
25	52	75	54
32	94	42	81
68	50	98	22
17	49	78	48
74	95	28	30
50	97	33	64
95	62	21	87
85	65	18	20
91	86	35	36
42	29	97	56
92	15	95	98
52	93	12	81
18	86	96	79
55	87	45	67
73	55	83	80
92	36	83	84
13	57	80	82
40	98	16	99
83	51	40	51
10	99	11	21
74	82	31	80
81	99	18	31
64	31	16	52
16	28	79	86
24	35	42	45
37	74	98	31
14	89	47	53
31	84	30	35
71	63	59	94
22	35	25	65
75	48	49	55
75	44	39	29
10	78	17	37
79	51	31	68
87	88	24	22
39	50	84	40
100	59	28	64
68	64	51	83
11	50	63	58
62	93	48	94
64	31	39	33
40	73	65	29
93	68	57	21
10	66	87	61
38	34	63	26
96	80	14	55
37	22	55	51
30	43	74	72
19	87	68	57
59	80	10	58
38	82	65	81
31	100	55	30
26	91	46	82
55	26	34	96
42	88	97	66
11	62	20	75
21	44	68	91
63	44	71	53
58	41	14	12
98	94	67	29
35	32	66	14
30	63	61	51
29	41	78	59
45	65	62	93
44	86	41	75
45	18	83	97
17	71	89	41
58	13	33	36
65	66	81	69
42	77	35	50
72	23	92	98
78	92	78	67
27	23	40	28
13	16	98	85
48	24	70	29
73	53	48	46
35	75	83	69
49	84	99	79
11	55	44	84
40	64	37	57
78	28	91	88
81	34	13	51
42	26	85	79
91	66	37	40
68	40	78	55
65	31	14	28
31	98	94	10
13	80	86	25
87	31	68	79
43	36	72	19
13	71	68	23
30	29	12	32
15	24	63	94
36	17	36	96
39	86	27	43
23	96	37	69
63	22	61	95
29	77	94	42
48	72	67	36
